finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,title,date,birthYear,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,associated_companies,number_of_companies
3000,Diversified,Abdulla bin Ahmad Al Ghurair & family,65.7180013689254,United Arab Emirates,Dubai,Technology,Other,United Arab Emirates,False,U,M,,Principal Shareholder & Investor,2023-04-04 05:01:00,,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,Diversified,10
3000,Diversified,Semahat Sevim Arsel,94.5681040383299,Turkey,Istanbul,Technology,Other,Turkey,False,U,F,1928-09-08 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1928.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,Diversified,10
3000,Real Estate,Nicolas Berggruen,61.648186173853524,United States,Beverly Hills,Finance and Investments,Real Estate & Construction,United States,False,U,M,1961-08-10 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1961.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Real estate, investments",2
3000,Energy,George Bishop,85.492128678987,United States,The Woodlands,Finance and Investments,Energy & Natural Resources,United States,True,U,M,1937-10-06 00:00:00,Founder & Entrepreneur & Oil & gas,2023-04-04 05:01:00,1937.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Oil & gas,1
3000,Manufacturing,Norman Braman,90.61464750171116,United States,Miami,Finance and Investments,Consumer Discretionary,United States,True,U,M,1932-08-22 00:00:00,Founder & Entrepreneur & Art & car,2023-04-04 05:01:00,1932.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Art, car dealerships",2
3000,Technology,Eva Maria Bucher-Haefner,66.25325119780972,Switzerland,Zurich,Technology,Technology & Telecommunications,Switzerland,False,E,F,1957-01-01 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1957.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,"Software, investments",2
3000,Healthcare,Cai Dongchen,70.16837782340862,China,Luancheng,Healthcare and Pharmaceuticals,Healthcare,China,True,D,M,1953-02-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1953.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Pharmaceuticals,1
3000,Food & Beverage,Jean-Pierre Cayard,80.25462012320328,France,Paris,Food and Agriculture,Consumer Staples,France,False,U,M,1943-01-01 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1943.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,Spirits,1
3000,Real Estate,Chan Tan Ching-fen,65.7180013689254,Hong Kong,Hong Kong,Finance and Investments,Real Estate & Construction,Hong Kong,False,D,F,,Principal Shareholder & Investor,2023-04-04 05:01:00,,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Real estate,1
3000,Fashion & Retail,Todd Christopher,60.48733744010951,United States,Clearwater,Retail and Consumer Goods,Consumer Discretionary,United States,True,E,M,1962-10-08 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1962.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Hair care products,1
3000,Real Estate,Mang Yee Chu & family,63.25530458590007,China,Guangzhou,Finance and Investments,Real Estate & Construction,China,True,D,M,1960-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1960.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Real estate,1
3000,Finance & Investments,"William Conway, Jr.",73.60164271047228,United States,McLean,Finance and Investments,Financials & Investments,United States,True,D,M,1949-08-27 00:00:00,Founder & Lead Investor,2023-04-04 05:01:00,1949.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Carlyle Group, Private equity",2
3000,Fashion & Retail,Jean Coutu & family,95.84941820670774,Canada,Montreal,Retail and Consumer Goods,Consumer Discretionary,Canada,True,D,M,1927-05-29 00:00:00,Chairman,2023-04-04 05:01:00,1927.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,"Drugstores, Jean Coutu Group (PJC) Inc. (Cl A)",2
3000,Manufacturing,Catheline Perier D'Ieteren,78.7460643394935,Belgium,Brussels,Finance and Investments,Consumer Discretionary,Belgium,False,N,F,1944-07-05 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1944.0,117.11,1.4,529606710418.0,79.7,103.9,81.6,24.0,55.4,11484055.0,"Auto parts, distribution",2
3000,Real Estate,"Edward DeBartolo, Jr.",76.40793976728268,United States,Tampa,Real Estate and Construction,Real Estate & Construction,United States,False,U,M,1946-11-06 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1946.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Shopping centers,1
3000,Finance & Investments,Stephen Deckoff,57.412731006160165,United States,St. John,Finance and Investments,Financials & Investments,United States,True,N,M,1965-11-04 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1965.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Private equity,1
3000,Energy,Feng Hailiang,62.50513347022587,China,Zhuji,Other,Industrials & Manufacturing,China,True,U,M,1960-10-01 00:00:00,Founder & Entrepreneur & Copper,2023-04-04 05:01:00,1960.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,"Copper, education",2
3000,Automotive,"Ernest Garcia, II.",65.86995208761122,United States,Tempe,Retail and Consumer Goods,Consumer Discretionary,United States,True,D,M,1957-05-21 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1957.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Used cars,1
3000,Food & Beverage,Sam Goi,76.26557152635182,Singapore,Singapore,Retail and Consumer Goods,Consumer Staples,Singapore,True,U,M,1946-12-28 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1946.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,Frozen foods,1
3000,Diversified,Carlos Hank Rhon,75.31553730321697,Mexico,Mexico City,Finance and Investments,Other,Mexico,False,U,M,1947-12-10 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1947.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,Banking,1
3000,Manufacturing,Susan Carol Holland,66.85284052019165,Italy,Milan,Healthcare and Pharmaceuticals,Industrials & Manufacturing,Italy,False,D,F,1956-05-27 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1956.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,Hearing aids,1
3000,Real Estate,Hui Ka Yan,64.50650239561944,China,Shenzhen,Finance and Investments,Real Estate & Construction,China,True,D,M,1958-10-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1958.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Real estate,1
3000,Manufacturing,Vivek Jain,67.59479808350444,India,Delhi,Manufacturing and Industrial,Industrials & Manufacturing,India,False,U,M,1955-08-30 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1955.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Chemicals,1
3000,Fashion & Retail,Friedrich Knapp,71.91238877481177,Germany,Brunswick,Finance and Investments,Consumer Discretionary,Germany,True,D,M,1951-05-06 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1951.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,Fashion retail,1
3000,Healthcare,Egor Kulkov,51.32375085557837,Switzerland,Grimisuat,Healthcare and Pharmaceuticals,Healthcare,Russia,True,U,M,1971-12-07 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1971.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,Pharmaceuticals,1
3000,Fashion & Retail,Lin Ming-hsiung,73.2539356605065,Taiwan,Taipei,Finance and Investments,Consumer Discretionary,Taiwan,True,D,M,1950-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1950.0,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Supermarkets,1
3000,Technology,Lin Xiucheng & family,67.48254620123203,China,Xiamen,Manufacturing and Industrial,Technology & Telecommunications,China,True,D,M,1955-10-10 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1955.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Electronics,1
3000,Food & Beverage,Harsh Mariwala,71.89048596851471,India,Mumbai,Retail and Consumer Goods,Consumer Staples,India,False,D,M,1951-05-14 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1951.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Consumer goods,1
3000,Healthcare,Gilles Martin,59.455167693360714,France,Nantes,Healthcare and Pharmaceuticals,Healthcare,France,True,D,M,1963-10-20 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1963.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,Laboratory services,1
3000,Healthcare,Maja Oeri,68.25462012320328,Switzerland,Basel,Healthcare and Pharmaceuticals,Healthcare,Switzerland,False,D,F,1955-01-01 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1955.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,Pharmaceuticals,1
3000,Finance & Investments,John Paulson,67.30458590006845,United States,New York,Finance and Investments,Financials & Investments,United States,True,D,M,1955-12-14 00:00:00,Founder,2023-04-04 05:01:00,1955.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Hedge funds, Paulson & Co. Inc.",2
3000,Healthcare,Ajay Piramal,67.66872005475702,India,Mumbai,Healthcare and Pharmaceuticals,Healthcare,India,False,D,M,1955-08-03 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1955.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Pharmaceuticals,1
3000,Fashion & Retail,Guanghe Qiu & family,71.39767282683094,China,Wenzhou,Finance and Investments,Consumer Discretionary,China,True,D,M,1951-11-10 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1951.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Fashion retail,1
3000,Fashion & Retail,Stephen Rubin,86.06160164271047,United Kingdom,London,Technology,Consumer Discretionary,United Kingdom,False,R,M,1937-03-12 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1937.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,Sports apparel,1
3000,Food & Beverage,Robert Sands,64.81587953456537,United States,Delray Beach,Food and Agriculture,Consumer Staples,United States,False,Split Family Fortune,M,1958-06-10 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1958.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Liquor,1
3000,Real Estate,Erik Selin,55.90691307323751,Sweden,Göteborg,Finance and Investments,Real Estate & Construction,Sweden,True,D,M,1967-05-08 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1967.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,Real estate,1
3000,Food & Beverage,Yonghong Shi & family,54.25325119780972,China,Chengdu,Food and Agriculture,Consumer Staples,China,True,D,M,1969-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1969.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Restaurants,1
3000,Manufacturing,Martua Sitorus,63.123887748117724,Singapore,Singapore,Finance and Investments,Industrials & Manufacturing,Indonesia,True,U,M,1960-02-18 00:00:00,Founder & Entrepreneur & oil,2023-04-04 05:01:00,1960.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,Palm oil,1
3000,Diversified,Guangxin Sun,60.33949349760438,China,Urumqi,Technology,Other,China,True,U,M,1962-12-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1962.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Diversified,10
3000,Diversified,Sukanto Tanoto,73.27310061601642,Singapore,Singapore,Technology,Other,Indonesia,True,U,M,1949-12-25 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1949.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,Diversified,10
3000,Diversified,Sunny Varkey,65.98494182067077,United Arab Emirates,Dubai,Other,Industrials & Manufacturing,India,False,U,M,1957-04-09 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1957.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,Education,1
3000,Media & Entertainment,Gang Ye,42.83915126625599,Singapore,Singapore,Technology,"Media, Entertainment & Leisure",Singapore,True,D,M,1980-06-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1980.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,Gaming,1
3000,Healthcare,Ye Xiaoping,60.16974674880219,China,Hangzhou,Healthcare and Pharmaceuticals,Healthcare,China,True,U,M,1963-02-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1963.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Pharmaceuticals,1
3000,Finance & Investments,Lei Zhang,50.338124572210816,Hong Kong,Hong Kong,Finance and Investments,Financials & Investments,China,True,E,M,1972-12-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1972.0,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Investments,1
3000,Manufacturing,Zhu Gongshan & family,65.2539356605065,China,Shanghai,Technology,Industrials & Manufacturing,China,True,D,M,1958-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1958.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Solar panel materials,1
2900,Fashion & Retail,Isak Andic & family,69.45379876796714,Spain,Barcelona,Finance and Investments,Consumer Discretionary,Spain,True,U,M,1953-10-20 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1953.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,Fashion retail,1
2900,Automotive,Alberto Bombassei,82.49418206707735,Italy,Bergamo,Technology,Consumer Discretionary,Italy,False,U,M,1940-10-05 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1940.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,Automotive brakes,1
2900,Healthcare,Cao Longxiang & family,65.57700205338809,China,Taixing,Healthcare and Pharmaceuticals,Healthcare,China,True,E,M,1957-09-05 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1957.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Pharmaceuticals,1
2900,Real Estate,"Roy Carroll, II.",60.421629021218344,United States,Greensboro,Finance and Investments,Real Estate & Construction,United States,True,N,M,1962-11-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1962.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Real estate,1
2900,Technology,John Caudwell,70.50513347022587,United Kingdom,Stoke-on-Trent,Other,Technology & Telecommunications,United Kingdom,True,D,M,1952-10-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1952.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,Mobile phones,1
2900,Technology,James Clark,79.03080082135524,United States,Palm Beach,Technology,Technology & Telecommunications,United States,True,D,M,1944-03-23 00:00:00,Founder & Lead Investor & Netscape,2023-04-04 05:01:00,1944.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Netscape, Netscape Communications Corporation, investments",3
2900,Fashion & Retail,Jacques D'Amours,66.3189596167009,Canada,Montreal,Retail and Consumer Goods,Consumer Discretionary,Canada,True,U,M,1956-12-08 00:00:00,Founder & Lead Investor,2023-04-04 05:01:00,1956.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,"Alimentation Couche Tard Inc. Cl A, Convenience stores",2
2900,Fashion & Retail,John Paul DeJoria,78.97330595482546,United States,Austin,Retail and Consumer Goods,Consumer Discretionary,United States,True,U,M,1944-04-13 00:00:00,Founder & Entrepreneur & products,2023-04-04 05:01:00,1944.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Hair products, tequila",2
2900,Media & Entertainment,Bernard Ecclestone & family,92.43258042436688,United Kingdom,London,Media and Entertainment,Consumer Discretionary,United Kingdom,True,D,M,1930-10-28 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1930.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,Formula One,1
2900,Technology,Michael Federmann & family,79.56741957563312,Israel,Tel Aviv,Real Estate and Construction,Technology & Telecommunications,Israel,True,D,M,1943-09-09 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1943.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,"Defense, hotels",2
2900,Media & Entertainment,Kenneth Feld & family,74.42299794661191,United States,Sarasota,Energy and Utilities,"Media, Entertainment & Leisure",United States,False,U,M,1948-10-31 00:00:00,Chairman,2023-04-04 05:01:00,1948.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Feld Entertainment, Live entertainment",2
2900,Manufacturing,Gu Yuhua & family,73.49486652977413,China,Hangzhou,Retail and Consumer Goods,Industrials & Manufacturing,China,True,D,M,1949-10-05 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1949.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Furniture,1
2900,Construction & Engineering,Otto Happel,75.14852840520192,Switzerland,Luzerne,Real Estate and Construction,Real Estate & Construction,Germany,False,D,M,1948-02-09 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1948.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,Engineering,1
2900,Healthcare,Gudrun Heine,68.45722108145107,Germany,Ohningen,Healthcare and Pharmaceuticals,Healthcare,Germany,False,D,F,1954-10-19 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1954.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,Medical devices,1
2900,Real Estate,Donald Horton & family,73.08145106091717,United States,Fort Worth,Real Estate and Construction,Real Estate & Construction,United States,True,U,M,1950-03-05 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1950.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Homebuilding,1
2900,Real Estate,Zarakh Iliev,56.56673511293634,Russia,Moscow,Finance and Investments,Real Estate & Construction,Russia,True,U,M,1966-09-09 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1966.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,Real estate,1
2900,Diversified,Ipek Kirac,38.34633812457221,Turkey,Istanbul,Technology,Other,Turkey,False,U,F,1984-11-28 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1984.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,Diversified,10
2900,Technology,Lee Seo-hyun,49.53593429158111,South Korea,Seoul,Technology,Technology & Telecommunications,South Korea,False,D,F,1973-09-20 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1973.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,Samsung,1
2900,Healthcare,Li Jianquan & family,66.25325119780972,China,Shenzhen,Finance and Investments,Healthcare,Hong Kong,True,D,M,1957-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1957.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Consumer products,1
2900,Healthcare,Li Li,57.58795345653662,China,Changsha,Healthcare and Pharmaceuticals,Healthcare,China,True,U,M,1965-09-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1965.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Healthcare,1
2900,Manufacturing,Li Xiaohua & family,61.2539356605065,China,Yuxi,Manufacturing and Industrial,Industrials & Manufacturing,China,True,D,M,1962-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1962.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Packaging,1
2900,Manufacturing,Liu Xiaodong,55.75359342915811,China,Shanghai,Manufacturing and Industrial,Industrials & Manufacturing,China,True,U,M,1967-07-03 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1967.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Flavorings,1
2900,Technology,Martin Lorentzon,54.00684462696783,Sweden,Stockholm,Technology,Technology & Telecommunications,Sweden,True,E,M,1969-04-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1969.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,Spotify,1
2900,Energy,Ronald McAulay,87.49623545516769,Hong Kong,Hong Kong,Finance and Investments,Energy & Natural Resources,Hong Kong,False,D,M,1935-10-05 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1935.0,117.24,2.9,19910000000000.0,66.3,101.8,78.5,9.6,41.8,328239523.0,Energy,1
2900,Fashion & Retail,Erwin Franz Mueller,90.65023956194388,Germany,Ulm,Retail and Consumer Goods,Consumer Discretionary,Germany,True,U,M,1932-08-09 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1932.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,Drugstores,1
2900,Technology,Georg Nemetschek & family,89.2539356605065,Germany,Munich,Technology,Technology & Telecommunications,Germany,True,D,M,1934-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1934.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,Software,1
2900,Real Estate,God Nisanov,50.94318959616701,Russia,Moscow,Finance and Investments,Real Estate & Construction,Russia,True,U,M,1972-04-24 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1972.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,Real estate,1
2900,Real Estate,Vikas Oberoi,52.56947296372348,India,Mumbai,Finance and Investments,Real Estate & Construction,India,False,D,M,1970-09-08 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1970.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Real estate,1
2900,Energy,Gregorio Perez Companc & family,87.61396303901438,Argentina,Buenos Aires,Finance and Investments,Energy & Natural Resources,Argentina,True,U,M,1935-08-23 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1935.0,232.75,53.5,449663446954.0,90.0,109.7,76.5,10.1,106.3,44938712.0,Oil & gas,1
2900,Finance & Investments,Sebastian Piñera & family,73.3388090349076,Chile,Santiago,Finance and Investments,Financials & Investments,Chile,True,U,M,1949-12-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1949.0,131.91,2.6,282318159745.0,88.5,101.4,80.0,18.2,34.0,18952038.0,"Chile, Investments",2
2900,Manufacturing,Arvind Poddar,65.40451745379877,India,Mumbai,Technology,Consumer Discretionary,India,False,D,M,1957-11-07 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1957.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Tires,1
2900,Healthcare,Alexey Repik,43.60301163586585,Russia,Moscow,Healthcare and Pharmaceuticals,Healthcare,Russia,True,U,M,1979-08-27 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1979.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,Pharmaceuticals,1
2900,Media & Entertainment,Haim Saban,78.46680355920603,United States,Beverly Hills,Finance and Investments,"Media, Entertainment & Leisure",United States,True,D,M,1944-10-15 00:00:00,Founder & Entrepreneur & TV network,2023-04-04 05:01:00,1944.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"TV network, investments",2
2900,Food & Beverage,Rodney Sacks,73.27583846680356,United States,Laguna Beach,Finance and Investments,Consumer Staples,United States,True,U,M,1949-12-24 00:00:00,CEO,2023-04-04 05:01:00,1949.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Energy drinks, Monster Beverage",2
2900,Finance & Investments,Karthik Sarma,48.33949349760438,United States,New York,Finance and Investments,Financials & Investments,India,True,D,M,1974-12-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1974.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Hedge fund,1
2900,Healthcare,Sybill Storz,85.99315537303217,Germany,Leipzig,Healthcare and Pharmaceuticals,Healthcare,Germany,False,D,F,1937-04-06 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1937.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,Medical devices,1
2900,Finance & Investments,Daniel Sundheim,46.01505817932922,United States,New York,Finance and Investments,Financials & Investments,United States,True,D,M,1977-03-29 00:00:00,Founder & Lead Investor,2023-04-04 05:01:00,1977.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,Hedge funds,1
2900,Food & Beverage,"William Wrigley, Jr.",59.422313483915126,United States,North Palm Beach,Retail and Consumer Goods,Consumer Staples,United States,False,D,M,1963-11-01 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1963.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,"Chewing gum, Wrigley Management, Inc.",2
2900,Fashion & Retail,Zhang Wenzhong,61.2539356605065,China,Beijing,Finance and Investments,Consumer Discretionary,China,True,D,M,1962-01-01 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1962.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Supermarkets,1
2900,Fashion & Retail,Zhou Jianping,62.85010266940452,China,Jiangyin,Finance and Investments,Consumer Discretionary,China,True,E,M,1960-05-28 00:00:00,Founder & Entrepreneur,2023-04-04 05:01:00,1960.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,Fashion retail,1
2800,Fashion & Retail,Joy Alukkas,66.57905544147845,India,Cochin,Retail and Consumer Goods,Consumer Discretionary,India,False,U,M,1956-09-04 00:00:00,Principal Shareholder & Investor,2023-04-04 05:01:00,1956.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,Jewelry,1
